FACILITYID,trafficProx
10002362,70.2679250400989
10000976,0
10001601,0
10003415,13.057364365560463
10003795,0
10003392,6.507112746425846
10006612,234.2079814756976
10003783,1196.4442999410662
10005130,171.23370064504275
10003603,31.58467746615596
10006588,36.947240777837806
10001725,0
10006587,93.55115341652925
10006589,83.68432584542947
10006590,378.72067993836765
10006592,205.5039535832642
10006573,0
10001572,0
10000981,14.846367833584795
10000924,0
10001596,81.98370259389637
10003255,0
10001579,0
10001592,0
10001589,0
10003310,0
10001594,0
10003289,0
10003278,1253.4136070399065
10001591,0
10003320,154.12648083466254
10003284,82.49200237040716
10003256,0
10005834,0
10006218,18.214836527797182
10003247,0
10001581,0
10002640,0
10001787,0
10004159,0
10004157,0
10004197,196.47967377606588
10001754,0
10001027,93.7201727147285
10001770,0
10004184,78.6718315769401
10000991,0
10006583,0
10003376,81.5277122612393
10003372,0
10006966,0
10006968,0
10006969,114.7788144096083
10000092,6.643185397981659
10006987,113.05683373296327
10005949,265.1210916908416
10006995,326.11524133582606
10006990,323.573624833859
10007019,167.59409494547873
10006994,0
10003383,74.9091678311223
10006997,103.1969268369886
10006669,4314.918603900201
10000999,5.92863765603538
10001007,1411.9351855275756
10002605,29.11426699338395
10002564,0
10000993,0
10001004,0
10001005,0
10002608,151.48237111924453
10002537,0
10002591,0
10006624,0
10003425,0
10006384,143.89067306988173
10003331,0
10006605,0
10006606,74.99482605608364
10003262,0
10001583,0
10000984,83.08566716720914
10003342,13.19543780966299
10003348,3247.1815466069233
10003413,776.0321964755271
10003370,65.09880704920378
10000826,18.14213590764582
10002345,168.99740840206894
10000852,0
10001293,33.777954700650795
10000824,7.35814856175758
10000992,1026.4403261192954
10001003,0
10002431,0
10000825,0
10003350,359.836851294985
10003362,0
10003432,47.92737494523721
10002570,15.715445641020596
10003414,0
10003434,313.7842517010185
10003377,6.3980138446602615
10000801,0
10003369,260.23983467472715
10003356,0
10006185,64.20423092446987
10002346,0
10003390,21.496264935650558
10003354,0
10003411,1895.1894711461885
10003381,117.95966391632007
10003419,35.18188735010912
10002571,70.57088874931577
10002522,0
10002517,0
10001002,197.41914671364952
10003365,372.2706879467154
10000988,0
10002607,25.247470478270532
10001000,111.27409639207042
10006671,0
10003445,50.86606974685713
10003378,54.56642881689328
10000869,0
10002309,49.201877142321486
10000822,191.1213454692932
10000810,0
10000802,0
10005251,0
10000858,0
10006530,70.06535075623842
10000982,53.421802711739495
10003397,26.446465337659074
10005248,0
10003357,0
10000904,0
10005252,0
10005290,0
10000905,0
10002432,0
10003433,0
10005305,0
10002310,0
10000878,0
10000855,362.8612995063353
10006204,0
10000789,0
10000774,0
10005328,0
10000901,0
10005264,0
10006186,3047.7663423719573
10000793,0
10000050,130.63447519644745
10005324,0
10000014,2480.4469442904283
10000010,34.716352916149454
10003367,17.750718861841253
10000013,977.5660036697632
10005256,0
10000877,0
10003209,139.3330292970523
10006615,10.79468817461402
10000983,0
10003349,0
10000196,0
10001489,0
10001931,0
10003444,0
10005283,0
10000037,647.0709437451005
10000002,906.0059378579504
10006191,498.72194768714417
10000042,169.36233324975507
10006674,0
10001102,0
10001106,0
10006192,25.84683481238602
10006673,531.4860907627797
10000033,155.58629476953243
10000028,0
10003595,204.4620250271163
10000799,0
10001731,9.39907448125182
10000057,16.243097362625353
10005642,75.31917932439355
10001739,482.9126154669857
10004126,0
10006595,26.72610563249272
10001738,0
10001742,0
10004137,122.4197731054633
10004138,25.480163965627558
10004140,0
10006594,59.238537229419904
10001977,11.332104851935483
10005273,0
10000780,56.406309314044854
10002344,370.5900436966433
10001158,403.00100996384685
10000220,0
10006300,0
10006575,0
10006574,0
10003625,0
10006572,0
10001155,0
10000782,19.93040028911134
10003629,29.8068559819278
10001154,42.45169988219486
10006578,993.0327517509577
10006571,0
10003628,0
10006581,664.7867482493149
10001766,220.81238320847328
10001798,0
10004194,0
10002633,0
10001709,0
10001014,0
10003538,0
10001711,0
10003492,0
10006664,0
10001015,0
10001717,0
10001978,0
10000190,0
10001969,0
10001984,56.869992776526715
10000154,14.663514102190616
10000174,0
10000197,0
10002726,0
10002905,0
10002920,0
10000185,0
10003253,0
10000215,0
10000198,0
10002784,0
10002822,0
10000206,0
10002714,14.835865503539234
10001597,0
10002916,0
10002857,23.4290766065257
10002928,0
10002835,0
10002827,0
10002791,40.87659909481363
10000216,5.709822381838042
10002799,22.473620239649254
10000209,346.07718112118806
10000210,100.37343319189011
10002755,420.040929793852
10000234,0
10002886,178.00732012000682
10001274,65.78705143065883
10000238,0
10000194,20.68898723199483
10001966,0
10000161,0
10002838,0
10000203,0
10002828,21.017996461406497
10000152,0
10002844,0
10002858,266.1946341770845
10000248,0
10002729,31.34540575089842
10000208,0
10002725,0
10002876,50.651411399053174
10002758,0
10002900,0
10000156,0
10000199,15.80378677410801
10000175,0
10000229,11.279102519224669
10002802,0
10002940,0
10002731,0
10002792,55.430249342808146
10000245,0
10001735,0
10001017,0
10003590,141.4256367762962
10001730,54.71382722598627
10003565,0
10003568,0
10003571,0
10001016,0
10000095,48.103484093484624
10001306,36.718414046553654
10000094,68.47397533382873
10003583,0
10002971,178.61306578351767
10005749,0
10002955,0
10001310,0
10001298,39.03071685146089
10002958,23.646418280031444
10001295,0
10001294,192.32122724794758
10006363,35.70291006227351
10002986,145.9717333212973
10003048,0
10000709,0
10001302,141.4775480432843
10003074,470.70009371149797
10000733,0
